record_id,status_code,created_at,updated_at,user_assigned_uuid,notes,demand,category
489,retired,4/1/2021,12/28/2021,cca35c9a-a35a-4b3f-9d16-6f0ca7834b35,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,medium,Sport
490,retired,1/25/2020,10/26/2020,f16b53d9-57b9-4d40-9e5e-eb85f4980231,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",low,Extra Large
491,inactive,9/18/2021,12/21/2021,79cd3899-4dfe-4b37-872b-a8528bbb30a9,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",high,Luxury
492,pending,2/16/2020,4/17/2021,1d9d3169-e0a7-4133-8cf6-16906a892cec,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,medium,Van
493,pending,4/15/2020,12/28/2021,187752ca-0585-4919-8359-ee4fbfda111a,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",medium,Extra Large
494,retired,8/29/2020,12/27/2020,3271a152-089e-4306-bbc4-75cc01fd2f94,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",medium,Van
495,active,8/16/2020,7/3/2020,bbbede60-ba97-4006-9396-374145fb305e,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",low,Sport
496,pending,6/14/2021,7/10/2020,a45cb2fc-4a8d-4b44-8748-1d381f93e5d7,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",low,Sport
497,pending,5/26/2020,9/12/2021,f53472de-5e7f-4151-882d-dbfda0808bdf,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",high,Luxury
498,inactive,2/14/2021,12/31/2020,bda58607-e35c-40bd-b630-3f36024f7def,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,low,Truck
499,active,6/18/2021,6/9/2021,19707f68-9433-461e-910b-5a77ba870513,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",low,Economical
500,inactive,12/17/2021,2/8/2021,0faba58c-b03c-409e-9299-325b35492f8b,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",medium,Truck
501,pending,9/14/2021,3/3/2020,dc92542c-7c18-46cc-981a-dfae3387cc0a,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",high,Economical
502,inactive,10/3/2020,1/24/2021,bc1fe17d-972c-4299-86ab-9dead89db54b,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",medium,Sport
503,pending,6/28/2021,9/1/2020,1735783d-5b02-42e8-b557-edd2bd18352b,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,high,Sport
504,inactive,12/19/2020,10/13/2020,51aa00d5-c7ee-440a-81e4-124dd06359d9,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",high,Van
505,active,3/29/2020,9/17/2020,d4390954-6051-4e48-96d8-d1daf45f0c49,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",low,Economical
506,pending,8/7/2021,1/18/2021,ef217183-2cb1-4a51-bef7-396236b43fd6,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",low,Sport
507,pending,4/11/2021,6/11/2021,deb13b9a-b203-488a-990c-3d200ad41b5a,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",medium,Economical
508,pending,10/2/2021,9/10/2021,f5edd36f-84c3-4c1c-acf9-a84fee24b607,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",high,Truck
509,pending,6/6/2020,8/25/2020,904ba240-8bc5-4505-ac25-deed597207b9,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",low,Sport
510,inactive,3/14/2020,7/19/2020,06e91e49-5493-4496-b246-8d48c4926f91,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",medium,Sport
511,active,11/5/2021,4/10/2021,e545939f-2167-40ca-b301-fcdb0f6c3ba4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",medium,Truck
512,inactive,5/29/2021,8/22/2020,f6ba5c4a-cf9d-489b-92b2-6ed2977c0e55,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",high,Truck
513,inactive,1/27/2021,1/28/2021,4b1c73bb-d218-4b3b-be8e-f23daa521407,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",low,Sport
514,active,7/18/2020,2/19/2021,9cd5cf63-587f-4b0c-9aea-fad5e16a9e77,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,high,Economical
515,pending,6/21/2020,9/7/2021,468dae07-0732-40da-a538-754566462b4d,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,low,Van
516,inactive,4/20/2020,9/22/2021,f8b5446b-3a58-4e83-87b3-f6ce52681560,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",low,Van
517,retired,9/6/2021,8/10/2020,0dbdf6bb-cb19-49d8-8097-01760c339c7a,Fusce consequat. Nulla nisl. Nunc nisl.,medium,Extra Large
518,pending,6/14/2020,8/26/2020,25d34546-1b04-4c59-a6fd-db32f5a03fad,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",high,Luxury
519,active,8/25/2021,2/5/2021,952b4afb-c804-4824-9705-398323dfa3d3,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,low,Van
520,active,8/30/2021,8/4/2021,1af9c277-0ff0-4ed1-b01b-90c0489ce769,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,medium,Sport
521,retired,9/17/2020,3/26/2021,03302499-7fdf-41f4-a453-a8ba8e768793,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",medium,Van
522,inactive,8/12/2021,2/8/2021,ca649a05-21fe-43e0-810d-1eab9e7d7fb9,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",medium,Extra Large
523,inactive,9/26/2020,12/9/2021,219e99fc-3ba1-481b-9751-27f143a8ff73,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Extra Large
524,retired,11/11/2021,10/3/2020,4477f7e6-0636-4078-9576-26c14ab93786,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",high,Van
525,active,6/11/2020,4/23/2020,d792c45f-f863-4ca9-9d36-39fb41c20840,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,medium,Van
526,inactive,9/28/2021,9/26/2021,e3790f4d-ed2b-4f66-8aad-682edfa8b7b8,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,high,Extra Large
527,pending,3/20/2020,5/9/2020,8752d471-6434-4a9a-aab2-34f9111d0f1a,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",low,Truck
528,retired,11/15/2021,6/13/2020,715987f2-971b-41bd-ae9f-f9bdda66cc95,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,medium,Sport
529,inactive,9/2/2020,2/15/2021,b2b862f7-6827-42a8-bb5a-5b99db8b747b,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",low,Truck
530,pending,11/20/2020,7/27/2020,a577842b-5f4a-4456-a904-f2f5046703c8,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",high,Truck
531,retired,8/1/2020,8/10/2021,fbedd1e4-3432-4f72-8717-986f6d74acc5,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",low,Truck
532,retired,5/24/2021,6/7/2021,4424e57c-105f-4918-a696-edc9f70c9386,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",high,Luxury
533,pending,6/9/2021,10/18/2020,e3fd7ed6-de22-4d4a-95f9-31e705c92670,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",high,Sport
534,inactive,5/4/2020,5/30/2021,d509585e-9a61-4044-9ce7-64ea8a9271d6,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",low,Van
535,active,9/30/2021,11/8/2021,c297578f-a644-499c-8598-6497320f8cc6,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",medium,Van
536,active,9/21/2020,7/28/2020,f95ebf7d-c81b-4ee0-9bff-0c8f4b9fb270,In congue. Etiam justo. Etiam pretium iaculis justo.,medium,Sport
537,inactive,12/29/2021,5/26/2020,66133c67-0f6e-4a2a-912a-52159fe3b329,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",medium,Sport
538,retired,11/30/2020,4/3/2021,4b2075a7-f202-471e-8b2c-a66705694c12,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",medium,Economical
539,retired,3/1/2020,11/11/2021,90b30bc7-afae-49db-99c3-4ea3798dd4bf,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",low,Extra Large
540,pending,12/21/2021,4/12/2020,9c51e2bc-110c-4834-a543-908ff4d6845e,Fusce consequat. Nulla nisl. Nunc nisl.,low,Economical
541,active,9/11/2020,6/21/2021,6ca2d81e-a24f-47ab-9a3e-bb1bbbd144e8,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",high,Economical
542,retired,1/31/2021,10/19/2020,279c66de-24e3-4085-aa67-510525e1114d,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",medium,Luxury
543,inactive,4/26/2020,1/28/2020,ef6a0f9c-793c-41f2-9268-e989a01ebe02,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,low,Van
544,active,1/6/2020,2/13/2020,c6794b06-d34c-479f-aa82-a2857f213b75,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",low,Van
545,retired,1/21/2021,3/31/2020,27638809-4ea3-41ed-a83b-166b7a0ab540,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,medium,Sport
546,active,1/21/2021,9/4/2021,cc704770-6d9b-47da-9e6a-8e4298fb496b,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",high,Luxury
547,inactive,5/25/2020,9/6/2021,9a941034-39d7-414b-826a-694ea2a49e94,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,low,Economical
548,active,10/28/2020,1/9/2021,8df809cc-d656-476d-a4c4-723c396661ce,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",medium,Luxury
549,active,7/24/2021,1/17/2020,efc8b69b-629c-435f-9bfc-94386bfd6afe,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,medium,Extra Large
550,retired,4/30/2021,12/29/2021,c1afee95-f943-4832-b4da-e5e01ea5a714,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,low,Van
551,retired,9/20/2020,2/5/2021,c943db25-7ebe-4256-bb28-c41a71c2861c,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",high,Luxury
552,active,8/4/2021,6/4/2021,816d39b2-d921-43dd-99ab-c1f029e81466,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",medium,Economical
553,inactive,9/23/2020,2/28/2021,d578f8a5-da17-4faf-88a2-1613e450eb9f,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",high,Truck
554,inactive,6/20/2020,12/19/2021,3549afd1-ef5a-4b3a-9075-fa8adc21d9a0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,medium,Sport
555,pending,1/8/2021,8/12/2020,246ff32c-e144-44e1-bb90-d49c4ce5a13f,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,high,Extra Large
556,pending,5/12/2021,12/22/2021,3e501400-a491-478d-9ef0-73594e145ff9,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",low,Truck
557,active,8/26/2020,12/30/2020,87b99f9c-9857-48db-84be-333a082f0c4d,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,low,Truck
558,inactive,10/2/2020,9/9/2021,1acf2793-b5e8-46ec-a17b-e99e574826d5,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",high,Truck
559,inactive,8/6/2020,10/3/2021,a8330bf9-2af4-43e3-848f-3599196a659e,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",medium,Economical
560,inactive,6/17/2021,2/18/2020,ca2fb7a5-dda0-4383-9dcb-25c415285b08,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",medium,Truck
561,inactive,3/7/2021,4/13/2021,be05151f-c63f-4238-95fb-7018ee4596f3,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",low,Economical
562,pending,11/26/2021,3/12/2021,becd4dd7-8b97-402e-b171-ceddb87e1868,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",medium,Luxury
563,retired,10/16/2021,1/3/2020,60702409-e82c-4e50-a953-500f0f1475a8,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",medium,Luxury
564,retired,5/14/2021,3/21/2020,49e8c9b5-b0e2-4c66-aba6-9c4803199b19,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",low,Van
565,inactive,1/7/2021,6/11/2020,9350fd64-6bc9-4718-94f5-274682dfcced,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",high,Extra Large
566,pending,9/5/2021,9/13/2021,919fe78a-9ae2-44d9-902f-0f938ce555b9,Sed ante. Vivamus tortor. Duis mattis egestas metus.,high,Luxury
567,pending,12/16/2021,5/29/2021,85a99297-0432-4778-b418-3074f4b258b2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",high,Economical
568,active,10/14/2020,6/7/2020,f55ab95d-c1c3-4e0b-877a-60c3d9ebcc5a,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,medium,Economical
569,inactive,5/25/2021,11/1/2020,33ccc435-de22-4fff-83bc-1eac84cd8e0e,In congue. Etiam justo. Etiam pretium iaculis justo.,high,Sport
570,retired,5/2/2021,6/23/2020,79aa86f6-c106-429d-996f-c01ddbf87eff,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,high,Extra Large
571,pending,6/10/2021,6/30/2020,6577fdef-e8bf-4dd7-8508-6b138f6e561c,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,medium,Luxury
572,inactive,4/16/2021,2/22/2021,2a93bfff-8374-4ab6-8b00-0e78a08a0344,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",low,Economical
573,active,11/5/2020,3/31/2021,1f3f53fe-13db-4e52-b984-6c7eb0b67029,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,medium,Van
574,retired,12/17/2020,12/22/2021,7e2845fd-59cc-4350-be8d-88b92f210e5b,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,low,Truck
575,inactive,3/27/2020,5/11/2021,5f93faa5-5beb-4765-bd5b-71fcc621a1d6,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,low,Sport
576,pending,8/5/2020,9/8/2021,988e247e-bdaf-4bed-9531-cf17d244a843,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,high,Truck
577,retired,11/27/2021,5/21/2021,369218bb-ab87-481e-b754-b3032d199e5e,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",high,Truck
578,active,12/21/2020,10/23/2020,c439c8be-a1b5-4f5b-bcdb-705d3ba696b7,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,high,Extra Large
579,retired,5/13/2020,2/25/2021,e4254d35-3402-47e5-9223-4fa873e62c85,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,high,Van
580,inactive,1/15/2020,4/22/2020,45944e69-3791-4de8-bc8c-d2b7a43ad04b,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",low,Economical
581,retired,9/16/2021,10/13/2021,701f4285-cce9-4202-bc11-aacf15f8bdad,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,low,Sport
582,inactive,12/17/2021,6/2/2020,627d03a2-ee7f-4353-99ea-9e7c2c48790a,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",medium,Luxury
583,inactive,8/25/2020,5/10/2020,ee0c01f2-16b6-43fb-897e-55a459d95dd0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",medium,Sport
584,inactive,1/10/2020,7/9/2021,b7639722-779e-4cb1-aa1b-7dfdd5d19ac9,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",low,Economical
585,pending,5/31/2021,11/9/2020,6ebf1a5a-f73d-458a-850f-471eae6e425b,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,high,Extra Large
586,retired,12/22/2020,3/28/2020,33f7c637-ecb0-4659-8780-ff007468c7f2,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,high,Van
587,active,10/5/2020,2/27/2021,f679d8e0-0aa6-4d0f-b4c9-c67082987705,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,high,Luxury
588,active,6/12/2020,11/4/2020,c5897de1-ed97-4b5a-9851-541c70427417,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",low,Truck
589,retired,5/30/2020,12/26/2020,9f7eb86e-6794-4110-9462-1e73b0c82320,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,medium,Extra Large
590,active,2/29/2020,5/13/2021,8688cc63-ccaf-43ef-b8c5-52ddbdf76081,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",high,Truck
591,inactive,8/13/2020,9/18/2020,9e4a8232-a1e5-4306-a1a7-475787c5e913,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,medium,Van
592,pending,2/10/2020,5/28/2020,a0e8c335-ee4b-47ec-85ba-0566027e9924,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",low,Sport
593,pending,4/29/2020,9/4/2020,d76188e7-da46-4623-8db6-82026b2a7894,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,high,Economical
594,active,11/22/2020,12/4/2021,a1179adf-4a2a-41c8-99c3-928b78449aa1,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,low,Truck
595,pending,6/8/2021,7/3/2021,7111c65e-3e59-4176-896b-245d8ff1b6a4,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,high,Van
596,pending,1/1/2021,1/3/2021,286cab19-1722-4c48-a4a5-9b932fab0801,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,medium,Economical
597,retired,7/23/2021,5/28/2021,4f6ae735-48e9-401f-930a-8374d475e821,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,medium,Luxury
598,pending,3/26/2021,7/3/2020,7edf0335-eda5-40ef-bcdd-00030c7a8fec,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",low,Luxury
599,pending,7/4/2021,1/8/2021,4e0a322b-4d8a-4619-b645-ff0105bdaf95,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,medium,Sport
600,pending,2/23/2021,12/14/2020,bac1e6b2-437b-4454-b6c6-147568228e0d,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,high,Van
601,active,2/18/2020,5/19/2021,f1fdb71a-2d11-4331-aca1-6bf4b0f8320d,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,medium,Extra Large
602,inactive,2/28/2020,11/29/2020,9f03403a-7776-447e-ab7e-98095628ae5b,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",medium,Truck
603,retired,5/1/2020,8/14/2020,646ac4ae-1df8-472c-8d93-5339014af0a8,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",medium,Sport
604,retired,8/5/2020,1/5/2021,f0bab8c6-465e-466d-bdc7-be1413cce527,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,high,Extra Large
605,retired,2/14/2020,1/17/2021,02bd415a-96a1-413a-b273-903c4c08be8e,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,medium,Van
606,retired,12/12/2020,8/3/2021,3ffbc11b-1cae-4126-a191-821d27340bb3,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,high,Truck
607,pending,9/5/2021,10/24/2020,f3378196-072c-4076-9bb9-6105880aec8c,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",medium,Truck
608,active,9/19/2021,3/30/2020,4aacc492-ac8a-4667-b930-8804f65fb76f,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,high,Truck
609,inactive,3/21/2020,3/8/2021,9244dad3-35c4-4611-aee2-f8fe4ce911c8,In congue. Etiam justo. Etiam pretium iaculis justo.,low,Sport
